beta,alpha,delta
0.7974899999999999,0.4186,0.049743
0.45851000000000003,0.15830999999999998,0.026654
0.57721,0.32833,0.022907
0.56148,0.2016,0.012592
0.5496,0.45351,0.031305
0.48473,0.33339,0.020871
0.48649,0.35195,0.032253
0.30129,0.25064000000000003,0.035305
0.77618,0.40501,0.022278
0.23798000000000002,0.18079,0.017488
0.27176,0.10277,0.021216
0.52247,0.25068,0.021814
0.27755,0.13164,0.015498
0.7368,0.32871,0.021808
0.53555,0.47805,0.028224000000000003
0.34808,0.28681,0.047604
0.62234,0.53054,0.029761000000000003
0.75839,0.61985,0.039136000000000004
0.19619,0.13873,0.029403
0.43967,0.18289,0.011161
0.25125,0.19476,0.018331999999999998
0.25413,0.11947999999999999,0.024844
0.66968,0.11214,0.021774
0.37442,0.23113000000000003,0.013544999999999998
0.41198999999999997,0.19029000000000001,0.014027000000000001
0.6553800000000001,0.48628999999999994,0.045232
0.20668000000000003,0.10774,0.045304000000000004
0.7253,0.64444,0.010368
0.70662,0.5422899999999999,0.014394999999999998
0.66163,0.17972,0.043543
0.4621,0.11384000000000001,0.010858
0.4914,0.33666,0.029466000000000003
0.33441,0.27321,0.049349000000000004
0.78856,0.38373,0.019206
0.65576,0.35751,0.035246
0.7233,0.53981,0.012142
0.18095,0.10628,0.035771
0.3019,0.12567,0.035651
0.3659,0.28297,0.044302999999999995
0.46574,0.39778,0.040262
0.78841,0.57638,0.046244
0.55073,0.28726,0.043769
0.66092,0.45483,0.030680000000000002
0.45488999999999996,0.2459,0.045632
0.60569,0.19062,0.015805
0.6209600000000001,0.34307,0.016456000000000002
0.7549399999999999,0.5291,0.020784
0.75152,0.5061100000000001,0.038261
0.40889000000000003,0.24891999999999997,0.028949000000000003
0.64131,0.30251,0.026947000000000002
0.7086399999999999,0.31784,0.039975
0.21059,0.1221,0.016812999999999998
0.38753000000000004,0.32359,0.023740999999999998
0.6463899999999999,0.17804,0.026382999999999997
0.54189,0.33478,0.010006999999999999
0.79097,0.46398999999999996,0.010721
0.75485,0.21814,0.038847
0.36317,0.22301999999999997,0.042132
0.5870000000000001,0.12315,0.022858
0.2015,0.14542,0.01658
0.20601,0.10157999999999999,0.038905
0.6973,0.54562,0.015144
0.30649,0.12,0.01069
0.6433800000000001,0.43923999999999996,0.02999
0.41471,0.12552,0.012125
0.71049,0.34717,0.011824
0.67475,0.13448,0.028619
0.6835899999999999,0.44391,0.019801
0.43459,0.35511,0.027127
0.72329,0.6229399999999999,0.033132999999999996
0.20761,0.11514,0.037112
0.59631,0.4052,0.016666999999999998
0.31744,0.14154,0.021804
0.44473,0.28812,0.023247
0.18277000000000002,0.10558,0.018319
0.17088,0.10375,0.040215
0.38808000000000004,0.18354,0.018044
0.70249,0.5291399999999999,0.041313
0.48503,0.42856000000000005,0.016955
0.18672,0.11191,0.036298000000000004
0.7772,0.6675,0.019263
0.18818,0.10895999999999999,0.046891
0.17927,0.11627,0.043664999999999995
0.18650999999999998,0.12410999999999998,0.024879
0.223,0.1363,0.013293000000000001
0.60526,0.3452,0.018399000000000002
0.25032,0.17481,0.030718000000000002
0.33284,0.15657000000000001,0.039699
0.46908999999999995,0.29907,0.047022
0.42344,0.12445,0.015222
0.7289399999999999,0.5606899999999999,0.017215
0.76402,0.47613999999999995,0.038296
0.43075,0.23820999999999998,0.015825
0.77885,0.55447,0.027757
0.19692,0.12989,0.047387
0.31428,0.2375,0.011967
0.54457,0.24085,0.024571
0.65786,0.21525,0.023499000000000003
0.16405999999999998,0.1107,0.027607
0.15249000000000001,0.1015,0.030854000000000003
0.65083,0.3163,0.035161000000000005
0.42635,0.37518,0.027201
0.23,0.14617,0.040863
0.44888,0.33855,0.020454
0.33736,0.13557,0.040728
0.51544,0.12387000000000001,0.029105000000000002
0.78742,0.40998,0.016342
0.5837100000000001,0.10587,0.023436000000000002
0.51644,0.29147,0.021075999999999998
0.67278,0.19230999999999998,0.039245999999999996
0.5334300000000001,0.12964,0.037548000000000005
0.66404,0.57789,0.015137999999999999
0.32794,0.15919,0.030846
0.78518,0.2502,0.039296
0.55795,0.12657000000000002,0.016112
0.5216,0.1589,0.046695
0.51698,0.27765,0.014656
0.19745,0.13001,0.029624
0.20751,0.13330999999999998,0.027775
0.75244,0.19939,0.044898
0.73663,0.27401,0.016184999999999998
0.74485,0.49416000000000004,0.0254
0.54838,0.14862999999999998,0.012667
0.44364,0.35439,0.012089
0.39981,0.19771,0.046155
0.28176999999999996,0.22511,0.014556999999999999
0.74375,0.58958,0.016051
0.41708,0.25849,0.016959000000000002
0.76336,0.26241,0.041486
0.49986,0.34298,0.025294999999999998
0.39458000000000004,0.14967,0.035455
0.73787,0.30625,0.019716
0.54711,0.48077,0.039144
0.65755,0.44953000000000004,0.032915
0.32169000000000003,0.24022,0.036006
0.48963999999999996,0.31434,0.026688
0.60383,0.18993,0.010518000000000001
0.62541,0.30155,0.030022000000000004
0.68996,0.15325999999999998,0.021915999999999998
0.29556,0.1103,0.040649
0.67569,0.25055,0.015380000000000001
0.18705,0.10323,0.023349
0.39431,0.13289,0.023227
0.374,0.31787,0.025005
0.51349,0.32409,0.04646
0.5836,0.24065999999999999,0.048329000000000004
0.52768,0.26738,0.028648000000000003
0.61937,0.4764,0.021074000000000002
0.41533000000000003,0.12502,0.038515
0.16196,0.10513,0.038612
0.46229,0.22204000000000002,0.044782
0.65522,0.2152,0.022624000000000002
0.24572,0.18172,0.042323
0.3526,0.20509000000000002,0.022274000000000002
0.26277,0.11918,0.038938
0.44086000000000003,0.10883,0.012995
0.467,0.23608,0.036564
0.22551,0.15169000000000002,0.04148
0.57208,0.30034,0.025162999999999998
0.66086,0.41711000000000004,0.036639
0.55019,0.17359000000000002,0.040298
0.45624,0.16842000000000001,0.034908999999999996
0.28153,0.13055999999999998,0.035811
0.23561999999999997,0.13546,0.044437
0.37383,0.24022,0.015111000000000001
0.63913,0.3666,0.039996
0.35602,0.30045,0.011877
0.39461999999999997,0.20670999999999998,0.032025
0.33145,0.17372,0.028779000000000002
0.78173,0.13251,0.047245
0.34174,0.15267999999999998,0.012466
0.48453,0.2589,0.038706
0.23365,0.15428,0.039845
0.44468,0.38764,0.01438
0.36572,0.16814,0.03358
0.16212000000000001,0.10928,0.03394
0.29383000000000004,0.21469000000000002,0.031524
0.70071,0.63167,0.026035000000000003
0.30934,0.21377,0.045038999999999996
0.24841,0.12653,0.016569
0.31809,0.23642,0.014561000000000001
0.70129,0.46862,0.044873
0.17804,0.11558,0.031063
0.34781999999999996,0.14904,0.049645999999999996
0.71519,0.31008,0.014838999999999998
0.64937,0.47,0.033381
0.65486,0.51652,0.040451999999999995
0.49382,0.39205999999999996,0.023552
0.57526,0.42668,0.029560000000000003
0.55445,0.13114,0.046141
0.50378,0.39173,0.046595
0.6812600000000001,0.14099,0.046152
0.25594,0.15022,0.035833
0.7138100000000001,0.12038,0.018272
0.45275,0.17399,0.021292
0.46445,0.34343,0.048428
0.6944899999999999,0.4186,0.028223
0.23021999999999998,0.16185,0.015109000000000001
0.7824399999999999,0.68814,0.018193
0.30661,0.12672,0.042472
0.51263,0.30611,0.04565
0.48173,0.11101,0.0496
0.65288,0.1264,0.039478
0.20310999999999998,0.12995,0.012851
0.59945,0.28831,0.026414
0.44281000000000004,0.20915,0.019131
0.57313,0.31845999999999997,0.032648
0.7935399999999999,0.13019,0.014377000000000001
0.55267,0.23899,0.015018
0.53293,0.15938,0.020965
0.79379,0.6978300000000001,0.039694
0.51407,0.25888,0.045071
0.42193,0.34493,0.047902
0.4443,0.14762,0.022059
0.65266,0.13465,0.034165
0.41016,0.14224,0.046883
0.6289399999999999,0.51703,0.023684
0.37801999999999997,0.16946,0.036979000000000005
0.41878999999999994,0.20160999999999998,0.047525
0.21254,0.11129000000000001,0.047153
0.29683000000000004,0.20273,0.026608
0.7529899999999999,0.37949,0.035970999999999996
0.51542,0.14853,0.030949
0.69948,0.29164,0.045372
0.23656,0.15724000000000002,0.034756999999999996
0.57003,0.2766,0.036591000000000005
0.51268,0.21688000000000002,0.032926
0.15936,0.10459,0.024358
0.56753,0.29494000000000004,0.037649
0.39255999999999996,0.1892,0.015707
0.76745,0.12678,0.04873
0.17559,0.11703,0.041663
0.70224,0.47676,0.034446
0.25606999999999996,0.20398,0.046622000000000004
0.20493000000000003,0.15143,0.029115
0.29231999999999997,0.14309000000000002,0.016178
0.39311,0.17663,0.024895
0.47317,0.35201,0.032997000000000005
0.32635,0.27595,0.012537000000000001
0.54593,0.21394000000000002,0.034957
0.17745,0.10653,0.036767
0.31601999999999997,0.15654,0.041615
0.26004,0.16546,0.035421
0.79033,0.4138,0.020759
0.42763,0.14279,0.010188
0.37821,0.31939,0.045126
0.55942,0.22575,0.026861000000000003
0.39734,0.24477,0.020481
0.49391999999999997,0.31837,0.033851
0.27332,0.16327,0.025807
0.19238,0.12636,0.047963
0.54264,0.33708,0.038303
0.73364,0.32523,0.019801
0.7347,0.6091300000000001,0.045212
0.67194,0.56042,0.023549
0.74111,0.44225,0.013337
0.59955,0.40285,0.013078999999999999
0.31156,0.18475999999999998,0.014953999999999999
0.63493,0.11852,0.013231999999999999
0.7924399999999999,0.38406,0.042526
0.28796,0.13749,0.034108
0.34805,0.15015,0.018275
0.53198,0.34121,0.037639
0.36277,0.1171,0.014816
0.77904,0.5623199999999999,0.042489
0.45037,0.20883000000000002,0.046156
0.62374,0.53764,0.0375
0.43548000000000003,0.22205999999999998,0.028133
0.36046999999999996,0.13651,0.04222
0.19325,0.11812,0.039762
0.18685,0.12529,0.028852999999999997
0.5180600000000001,0.41318,0.034427
0.34325,0.28179,0.025546
0.73025,0.61939,0.043929
0.39309,0.25417,0.016395
0.22216999999999998,0.13899,0.044626
0.20509000000000002,0.14622000000000002,0.025077000000000002
0.51402,0.37451999999999996,0.033467000000000004
0.36068,0.10278,0.040103
0.21498,0.10818,0.019134
0.61988,0.23909,0.045810000000000003
0.25618,0.13905,0.020768000000000002
0.70616,0.32427,0.027582
0.5758800000000001,0.50178,0.040779
0.18929,0.11441,0.02495
0.6381,0.2329,0.047624
0.57472,0.11577,0.046338
0.57707,0.4733,0.048241
0.39227,0.12764,0.011803
0.6473,0.37605,0.04556
0.47794,0.14179,0.028124
0.33865,0.23611,0.041763
0.24725999999999998,0.11704,0.030876
0.55884,0.37635,0.040748
0.28885,0.16078,0.025086
0.7501899999999999,0.5887100000000001,0.013748
0.22044,0.10463,0.046267
0.28445,0.13167,0.04898
0.53818,0.36913,0.011558
0.69506,0.27997,0.013862000000000001
0.25096999999999997,0.15338,0.019326
0.64382,0.21866999999999998,0.033722
0.204,0.12717,0.024923
0.61512,0.20753000000000002,0.026708
0.7178399999999999,0.59233,0.044231
0.45718000000000003,0.27319,0.021161000000000003
0.53056,0.43968,0.047171
0.7886,0.56821,0.023836000000000003
0.50868,0.20468,0.010320999999999999
0.46397,0.26203000000000004,0.047425
0.40881999999999996,0.17890999999999999,0.012859
0.34488,0.1036,0.016622
0.61698,0.26805999999999996,0.016852000000000002
0.2493,0.19757,0.020122
0.21448000000000003,0.15417999999999998,0.020423
0.38927,0.2143,0.02515
0.41381999999999997,0.35494000000000003,0.031905
0.69833,0.58504,0.032378
0.29521,0.21038,0.01605
0.45616,0.3056,0.039363999999999996
0.34531,0.20322,0.020802
0.64291,0.26414,0.023027000000000002
0.2862,0.13759000000000002,0.043965
0.25678,0.18671,0.012197
0.74284,0.19291,0.038002999999999995
0.71146,0.1355,0.034127
0.76789,0.41431,0.010404
0.50608,0.10590999999999999,0.026023
0.64671,0.16555,0.032806999999999996
0.57444,0.22521,0.033972
0.17976,0.11880999999999999,0.032363
0.77833,0.42232,0.028348
0.44971000000000005,0.13413,0.030298000000000002
0.72501,0.3652,0.018227
0.20851999999999998,0.15837,0.013649000000000001
0.45796000000000003,0.25156999999999996,0.045485000000000005
0.66555,0.44556,0.018077
0.78067,0.51278,0.035583
0.23918000000000003,0.12482,0.039905
0.42777,0.16695,0.018265
0.73182,0.18287,0.043098000000000004
0.1504,0.10022,0.028012000000000002
0.31434,0.18294000000000002,0.026327999999999997
0.5151,0.29115,0.044127
0.38101999999999997,0.24873,0.040869
0.79352,0.16071,0.046897
0.1594,0.10430999999999999,0.033148000000000004
0.6231300000000001,0.46243,0.023671
0.23192,0.15832000000000002,0.031013
0.6210600000000001,0.29954000000000003,0.045326
0.41183000000000003,0.16286,0.035737
0.27937,0.11313,0.018997
0.72428,0.28636,0.037160000000000006
0.52182,0.36988000000000004,0.031797000000000006
0.235,0.14131,0.047323000000000004
0.74795,0.15339,0.02364
0.64662,0.5939,0.042025
0.38549,0.32991,0.012346
0.6019899999999999,0.45073,0.02876
0.5533100000000001,0.34144,0.03075
0.42622,0.22398,0.016735
0.17511,0.10349000000000001,0.035018
0.31531,0.17607,0.046367
0.23019,0.11744,0.017287999999999998
0.56479,0.1744,0.015035
0.71586,0.5275,0.038501
0.28898,0.20174,0.04066
0.17478,0.11005,0.044766
0.75953,0.39525,0.032582
0.77037,0.67706,0.031617
0.27666,0.10131,0.031012
0.35911,0.19774,0.025573
0.68119,0.12423,0.0338
0.32643,0.17026,0.028698
0.30556,0.15155,0.037265
0.35174,0.16689,0.031396
0.59446,0.34535,0.022121000000000002
0.46815,0.37549,0.013382
0.71537,0.5512100000000001,0.014811000000000001
0.7721899999999999,0.33593,0.033089
0.32599,0.15041,0.020659999999999998
0.65384,0.38147,0.037469
0.2606,0.20002999999999999,0.019137
0.49228999999999995,0.21464,0.031824
0.7983600000000001,0.34424,0.04677
0.43238999999999994,0.18507,0.046297000000000005
0.78409,0.25655,0.043117
0.39635,0.30622,0.04906
0.33358000000000004,0.18205,0.039374
0.32031,0.26345,0.032806
0.60533,0.10602,0.026331999999999998
0.53868,0.25958000000000003,0.043433
0.46731999999999996,0.22855,0.023688
0.75471,0.34794,0.042381999999999996
0.58218,0.34686999999999996,0.025529
0.22614,0.13021,0.035929
0.26834,0.10146000000000001,0.04367
0.6595300000000001,0.5718,0.04494
0.31761999999999996,0.12988,0.035015
0.49525,0.17724,0.015808000000000003
0.76637,0.6431600000000001,0.046298
0.61147,0.31294,0.010687
0.38742,0.21529,0.01174
0.42812,0.26805999999999996,0.043648
0.24611,0.17667,0.01902
0.66314,0.2936,0.030641
0.18782000000000001,0.12115,0.031681
0.20362,0.15056,0.046422000000000005
0.24223000000000003,0.13480999999999999,0.049949
0.56455,0.349,0.029209
0.35983000000000004,0.21081999999999998,0.026952999999999998
0.72139,0.42462,0.018238
0.50557,0.10122,0.028533
0.19842,0.1433,0.037058
0.67805,0.14847,0.034577
0.77644,0.28872,0.043702
0.39183,0.1739,0.042042
0.49732,0.19195,0.018578
0.15838,0.10372999999999999,0.044583
0.40924,0.25548000000000004,0.037380000000000004
0.63542,0.27891,0.022675999999999998
0.7588600000000001,0.63871,0.029619
0.5853,0.47298,0.027420999999999997
0.61323,0.42813999999999997,0.030747000000000003
0.57687,0.41758,0.048087
0.5915,0.12671,0.041401
0.33105,0.26627,0.011432
0.32441,0.15387,0.02163
0.25906999999999997,0.17135,0.019449
0.7277399999999999,0.6723399999999999,0.039567000000000005
0.23019,0.11152999999999999,0.04969
0.33413000000000004,0.18514,0.016425
0.72685,0.10289000000000001,0.016183000000000003
0.72527,0.22351999999999997,0.045807
0.51744,0.12966,0.016617
0.28926999999999997,0.14375,0.010833
0.53698,0.28746,0.012729
0.27119,0.18667,0.040887
0.52645,0.15250999999999998,0.019284
0.18277000000000002,0.10885999999999998,0.034282
0.40942,0.19205999999999998,0.024317
0.7134699999999999,0.54175,0.031636000000000004
0.49673,0.149,0.018791
0.6484,0.21331,0.040695
0.76436,0.27245,0.030479000000000003
0.52367,0.47,0.030161
0.25501,0.11957000000000001,0.021924000000000003
0.39437,0.34415,0.016325
0.39873000000000003,0.1871,0.02298
0.28068000000000004,0.1464,0.034923
0.5455800000000001,0.43654,0.026298000000000002
0.76269,0.65047,0.027968
0.19776,0.12452,0.030601999999999997
0.65995,0.16112,0.038323
0.57092,0.32616,0.010275
0.4847,0.38561999999999996,0.028458999999999998
0.50726,0.30685999999999997,0.031309
0.36277,0.12700999999999998,0.014185
0.20854,0.1359,0.023835
0.5267,0.30355,0.033913
0.38927,0.21439,0.03581
0.38204,0.2753,0.029615
0.30833,0.15975999999999999,0.040781
0.46736000000000005,0.35191,0.02041
0.17670999999999998,0.12407,0.037769
0.59095,0.12604,0.0352
0.26485,0.20514000000000002,0.032593000000000004
0.4103,0.15917,0.019166
0.40892,0.3396,0.039892000000000004
0.7267899999999999,0.41972,0.04646
0.61368,0.29144000000000003,0.037058
0.45413000000000003,0.14311,0.016578
0.29599000000000003,0.21554,0.024499
0.5283100000000001,0.15446,0.011819
0.39538,0.15677,0.02215
0.38419000000000003,0.29212,0.010820999999999999
0.26206999999999997,0.19183,0.033429
0.75037,0.1593,0.022906
0.15547,0.10194,0.015434999999999999
0.48081,0.30454000000000003,0.013812
0.20519,0.11604,0.020012000000000002
0.59455,0.34283,0.037374
0.5907600000000001,0.29205,0.049177
0.22759000000000001,0.12177,0.025943
0.33347,0.11385999999999999,0.049332
0.7097899999999999,0.22196,0.027805
0.69463,0.56403,0.015824
0.54246,0.17177,0.036668
0.49268999999999996,0.16668,0.037675
0.7115600000000001,0.35229,0.037749
0.15792,0.10207999999999999,0.023213
0.46066999999999997,0.30838000000000004,0.026093
0.48798,0.26833,0.028038
0.64403,0.16369,0.031514
0.34419,0.16074000000000002,0.038726
0.79097,0.57617,0.013712
0.29319,0.21261999999999998,0.041794
0.51471,0.37327,0.049768
0.32194,0.23986,0.031555
0.7881199999999999,0.30004000000000003,0.036701
0.74117,0.34453,0.022626
0.74465,0.37022,0.031112
0.70545,0.56102,0.011387999999999999
0.33734000000000003,0.25706,0.02767
0.24711,0.10175,0.043227
0.46933,0.38953000000000004,0.014591
0.25055,0.10517,0.012565
0.7585,0.58052,0.032852
0.22004,0.11435,0.028983999999999996
0.56797,0.14856,0.049171
0.75848,0.28149,0.034654000000000004
0.61249,0.21288,0.029307
0.59677,0.15963,0.042145
0.5443600000000001,0.48523,0.029463
0.51351,0.4008,0.037449
0.75338,0.10349000000000001,0.041306
0.70003,0.35744000000000004,0.028335000000000003
0.21986999999999998,0.10597999999999999,0.036463999999999996
0.69981,0.56963,0.010425
0.21491,0.15442999999999998,0.047911
0.7410399999999999,0.39683,0.047062
0.5849300000000001,0.29691999999999996,0.049934
0.18997999999999998,0.13922,0.02285
0.56208,0.43831000000000003,0.012827000000000002
0.18925,0.13077,0.024117
0.37634,0.15405,0.047666
0.37324,0.17627,0.042515
0.5376,0.3095,0.014006999999999999
0.73634,0.60347,0.048687
0.27543,0.2215,0.020552
0.55813,0.26406,0.032673
0.38029,0.19139,0.043095999999999995
0.5233,0.2286,0.03325
0.7730899999999999,0.43425,0.037772
0.33194,0.12127,0.044924
0.40284000000000003,0.25883,0.018309
0.44048000000000004,0.2739,0.048619
0.42303999999999997,0.10549000000000001,0.038556
0.17803,0.10147,0.036144
0.54804,0.3141,0.018855
0.35553,0.13538,0.035102
0.15963,0.10515,0.038114999999999996
0.29259,0.13846,0.031556
0.7762399999999999,0.51465,0.040813
0.44766000000000006,0.39316,0.017771000000000002
0.47034,0.28736,0.045592
0.38013,0.2307,0.025752999999999998
0.7335699999999999,0.6614899999999999,0.047354
0.65355,0.5390699999999999,0.043486000000000004
0.23833000000000001,0.15259,0.028867
0.30524,0.20485,0.043160000000000004
0.20407,0.13549,0.03113
0.52935,0.12377,0.020416999999999998
0.65017,0.13837,0.043352999999999996
0.2335,0.16548,0.04861
0.23668000000000003,0.1494,0.02017
0.19333,0.13932,0.014549000000000001
0.35498,0.2343,0.021633000000000003
0.45824,0.1541,0.022594
0.23329,0.16702,0.022837
0.77232,0.7098,0.019699
0.31006,0.23654,0.041507
0.6398,0.5792,0.047631
0.7097899999999999,0.25013,0.013685
0.74769,0.4496,0.035259
0.77571,0.61295,0.043288
0.40289,0.2828,0.013841999999999998
0.3714,0.29284,0.039758999999999996
0.45703,0.11108,0.015895
0.48372,0.22701,0.042401
0.58919,0.40736,0.022428
0.45735,0.22109,0.026269999999999998
0.73606,0.41933000000000004,0.010662999999999999
0.51473,0.26382,0.025155
0.33005,0.10774,0.018996000000000002
0.59107,0.2709,0.044843
0.17188,0.11082,0.032348
0.43345,0.21545999999999998,0.036191
0.67175,0.5005,0.032859
0.48425,0.37085999999999997,0.039916
0.19758,0.11974000000000001,0.014374000000000001
0.6805899999999999,0.27731999999999996,0.019534
0.58334,0.42831,0.021062
0.43183999999999995,0.36106,0.026137
0.57386,0.19701,0.042957
0.73633,0.16979,0.027372000000000004
0.59508,0.15949000000000002,0.021656
0.58213,0.1581,0.01179
0.7017,0.23856999999999998,0.026695999999999998
0.45216999999999996,0.29048,0.018153
0.29254,0.17993,0.045281
0.35905,0.28836999999999996,0.034379
0.15238,0.10219,0.012695
0.29056,0.16879,0.027754
0.30846,0.11320999999999999,0.039247000000000004
0.67384,0.50222,0.025255
0.70281,0.21104,0.028426999999999997
0.49018,0.35623,0.036675
0.24474,0.18642,0.027763999999999997
0.24525,0.17787999999999998,0.041794
0.65474,0.19385,0.035769999999999996
0.28588,0.13126,0.028194999999999998
0.7437600000000001,0.16716,0.034852
0.38721,0.17676,0.036745
0.5271399999999999,0.29131,0.012492
0.1769,0.11799000000000001,0.016038999999999998
0.16028,0.10639000000000001,0.015186000000000002
0.43518999999999997,0.2596,0.018949
0.60295,0.10645,0.021815
0.36869,0.16818,0.020595
0.48815,0.33368000000000003,0.031167
0.6939,0.29248,0.03317
0.44914,0.1371,0.013826
0.40145,0.11871,0.019347
0.60296,0.479,0.033098
0.59213,0.1994,0.030229000000000002
0.3115,0.1345,0.034713
0.51749,0.36379,0.030335
0.78193,0.24181,0.024996
0.53962,0.26238,0.015862
0.581,0.31021,0.046814
0.32418,0.25824,0.048159
0.3452,0.27184,0.034193
0.34084000000000003,0.19229000000000002,0.039375
0.60275,0.38098000000000004,0.029686
0.70518,0.63098,0.027798000000000003
0.29806,0.14695,0.035554
0.20228,0.12747999999999998,0.039669
0.15467,0.1041,0.014163999999999998
0.17038,0.10444,0.032343000000000004
0.79633,0.11899000000000001,0.044039
0.44538999999999995,0.22564,0.012724
0.79309,0.20352,0.014588999999999998
0.59737,0.31756,0.044705
0.29388000000000003,0.13229000000000002,0.020012000000000002
0.68867,0.34911,0.027431
0.6725,0.14941,0.038645
0.74061,0.60545,0.023031
0.41828000000000004,0.22569,0.032929
0.20956999999999998,0.15512,0.040263
0.22935,0.16019,0.043918
0.6159399999999999,0.37071,0.017897
0.75969,0.5562199999999999,0.046657
0.7417100000000001,0.32077,0.03778
0.74949,0.20415,0.047235
0.64248,0.33742,0.023112
0.46573000000000003,0.2304,0.020406999999999998
0.4803,0.38964,0.025536
0.45056,0.19792,0.016579
0.17578,0.1058,0.036761
0.28895,0.12628,0.036936000000000004
0.60852,0.21343,0.019934
0.66438,0.20044,0.010208
0.73232,0.42062,0.02665
0.29735,0.10652,0.030608999999999997
0.7913600000000001,0.7361,0.043773
0.33944,0.11002999999999999,0.011704
0.47596000000000005,0.3179,0.03368
0.2287,0.12949000000000002,0.020456000000000002
0.25012,0.15969,0.010286
0.41084,0.30491999999999997,0.046599
0.35229,0.1729,0.012818000000000001
0.17065999999999998,0.11187000000000001,0.044014
0.1776,0.12127,0.045936000000000005
0.53376,0.29559,0.033993
0.15523,0.10135,0.025962
0.6199899999999999,0.50122,0.045257
0.38552,0.1976,0.03071
0.78801,0.34711,0.013584
0.43756000000000006,0.1062,0.020426
0.25186,0.19535,0.020748
0.42366000000000004,0.14754,0.045957
0.5514,0.26514,0.033348
0.37587,0.17890999999999999,0.020184
0.36967,0.19072999999999998,0.043332999999999997
0.22978,0.14637,0.047687
0.52864,0.14039000000000001,0.027745
0.16074000000000002,0.10995,0.029214999999999998
0.76739,0.60664,0.013494999999999998
0.57455,0.25763,0.049814
0.18722,0.11692999999999999,0.047803
0.58105,0.5246,0.011607
0.70265,0.29341999999999996,0.046577
0.28025,0.1636,0.035664999999999995
0.5783,0.10955,0.012034999999999999
0.33526999999999996,0.11622,0.039382
0.6675300000000001,0.13259,0.043566
0.78178,0.51118,0.017648
0.7790600000000001,0.30457,0.031049
0.6898,0.62532,0.04759
0.18717,0.10630999999999999,0.024996
0.49154,0.10161,0.025563
0.77693,0.29786,0.049956
0.7699699999999999,0.26771,0.01402
0.6117100000000001,0.39086,0.04106
0.76563,0.35568,0.048421
0.29336,0.22284,0.038801999999999996
0.57898,0.28365999999999997,0.031035000000000004
0.47822,0.16125,0.025389
0.59883,0.11805999999999998,0.037267
0.62261,0.12447000000000001,0.035874
0.6373,0.46369,0.046006
0.65041,0.22098,0.039288
0.7689600000000001,0.70799,0.013597999999999999
0.5961,0.22628,0.030081
0.58487,0.44241,0.015128999999999998
0.74125,0.15784,0.045774
0.4562,0.40024,0.016801
0.41767,0.1394,0.038193
0.37676,0.19472,0.037297000000000004
0.16844,0.10323,0.031356999999999996
0.67172,0.31193000000000004,0.031638
0.50526,0.34299,0.012501
0.26655,0.21359,0.034549
0.35644000000000003,0.23869,0.02374
0.47408,0.3374,0.035538
0.34619,0.22134,0.031623000000000005
0.64648,0.56957,0.044349
0.31227,0.13199,0.030436
0.36429,0.12269000000000001,0.021266
0.36179,0.14722000000000002,0.032791
0.7286100000000001,0.55243,0.018354
0.5513899999999999,0.48768,0.031236
0.18907000000000002,0.10493,0.018088999999999997
0.32885,0.21985,0.047129000000000004
0.44828,0.3265,0.026115
0.71427,0.6199,0.026588
0.28189000000000003,0.19079000000000002,0.043944
0.73623,0.50879,0.041928
0.4307,0.23535999999999999,0.041433
0.59496,0.2579,0.0152
0.7936300000000001,0.10615,0.041705
0.37915,0.29961,0.020156999999999998
0.3278,0.1657,0.010244
0.6190399999999999,0.5240100000000001,0.019811000000000002
0.34765,0.20613,0.013509
0.7609199999999999,0.47368000000000005,0.015497
0.76693,0.67469,0.046086
0.52942,0.38036,0.023229
0.63747,0.53638,0.032478
0.41116,0.28891,0.022082
0.15963,0.10117000000000001,0.048333
0.51064,0.23168000000000002,0.038278
0.18295999999999998,0.11915999999999999,0.032501999999999996
0.55656,0.46753,0.014107
0.2038,0.10733,0.018285
0.6964199999999999,0.4361,0.03261
0.38097,0.23617,0.023434
0.33618000000000003,0.21470999999999998,0.047314999999999996
0.40664,0.27865,0.028013999999999997
0.15356,0.10027,0.042712
0.18257,0.10004,0.017054
0.5455399999999999,0.23886999999999997,0.036902
0.52336,0.10658,0.024003999999999998
0.6855100000000001,0.2587,0.017639
0.26861,0.11197,0.049169
0.49646,0.17084000000000002,0.01014
0.73031,0.64525,0.024825
0.19075,0.12485,0.044294
0.67185,0.46636000000000005,0.042863
0.76977,0.16833,0.042477999999999995
0.42838999999999994,0.21276,0.046782
0.62455,0.37675,0.049826999999999996
0.46686000000000005,0.12744,0.031110000000000002
0.59818,0.10918,0.029517
0.73538,0.44961999999999996,0.018203999999999998
0.6297699999999999,0.52979,0.037951
0.5397,0.31224,0.035525
0.29824,0.23473000000000002,0.018118000000000002
0.45546000000000003,0.13601,0.020412
0.46428,0.30651,0.020352000000000002
0.7446699999999999,0.50842,0.022801
0.24758000000000002,0.1538,0.03828
0.46066,0.31506999999999996,0.047057999999999996
0.24275,0.13043,0.031432999999999996
0.74182,0.58615,0.043747
0.53014,0.43933999999999995,0.029269999999999997
0.5222899999999999,0.35439,0.034174
0.37249,0.13323,0.024319
0.4364,0.33074000000000003,0.013756
0.21954,0.11445,0.035614
0.77265,0.43081,0.026113
0.21859,0.15785,0.023267
0.42031999999999997,0.29544000000000004,0.037327
0.36738000000000004,0.15419000000000002,0.025488999999999998
0.7959999999999999,0.27218000000000003,0.031532
